id,text,toxicity_level,created_at
3115,That was kind of annoying.,low,2023-01-03 03:54:00
3116,This isn't working properly.,low,2023-01-03 03:55:00
3117,That was kind of annoying.,low,2023-01-03 03:56:00
3118,This isn't working properly.,low,2023-01-03 03:57:00
3119,I don't really like this.,low,2023-01-03 03:58:00
3120,I don't really like this.,low,2023-01-03 03:59:00
3121,I don't really like this.,low,2023-01-03 04:00:00
3122,You could have done better.,low,2023-01-03 04:01:00
3123,That was kind of annoying.,low,2023-01-03 04:02:00
3124,This is not great.,low,2023-01-03 04:03:00
3125,This isn't working properly.,low,2023-01-03 04:04:00
3126,This is not great.,low,2023-01-03 04:05:00
3127,This is not great.,low,2023-01-03 04:06:00
3128,This is not great.,low,2023-01-03 04:07:00
3129,I don't really like this.,low,2023-01-03 04:08:00
3130,I don't really like this.,low,2023-01-03 04:09:00
3131,This isn't working properly.,low,2023-01-03 04:10:00
3132,That was kind of annoying.,low,2023-01-03 04:11:00
3133,I don't really like this.,low,2023-01-03 04:12:00
3134,This isn't working properly.,low,2023-01-03 04:13:00
3135,This isn't working properly.,low,2023-01-03 04:14:00
3136,This isn't working properly.,low,2023-01-03 04:15:00
3137,I don't really like this.,low,2023-01-03 04:16:00
3138,This isn't working properly.,low,2023-01-03 04:17:00
3139,That was kind of annoying.,low,2023-01-03 04:18:00
3140,That was kind of annoying.,low,2023-01-03 04:19:00
3141,This is not great.,low,2023-01-03 04:20:00
3142,This is not great.,low,2023-01-03 04:21:00
3143,That was kind of annoying.,low,2023-01-03 04:22:00
3144,You could have done better.,low,2023-01-03 04:23:00
3145,I don't really like this.,low,2023-01-03 04:24:00
3146,That was kind of annoying.,low,2023-01-03 04:25:00
3147,This isn't working properly.,low,2023-01-03 04:26:00
3148,That was kind of annoying.,low,2023-01-03 04:27:00
3149,This isn't working properly.,low,2023-01-03 04:28:00
3150,I don't really like this.,low,2023-01-03 04:29:00
3151,You could have done better.,low,2023-01-03 04:30:00
3152,This isn't working properly.,low,2023-01-03 04:31:00
3153,That was kind of annoying.,low,2023-01-03 04:32:00
3154,This isn't working properly.,low,2023-01-03 04:33:00
3155,I don't really like this.,low,2023-01-03 04:34:00
3156,You could have done better.,low,2023-01-03 04:35:00
3157,This is not great.,low,2023-01-03 04:36:00
3158,This isn't working properly.,low,2023-01-03 04:37:00
3159,I don't really like this.,low,2023-01-03 04:38:00
3160,You could have done better.,low,2023-01-03 04:39:00
3161,This is not great.,low,2023-01-03 04:40:00
3162,That was kind of annoying.,low,2023-01-03 04:41:00
3163,You could have done better.,low,2023-01-03 04:42:00
3164,This is not great.,low,2023-01-03 04:43:00
3165,I don't really like this.,low,2023-01-03 04:44:00
3166,This isn't working properly.,low,2023-01-03 04:45:00
3167,That was kind of annoying.,low,2023-01-03 04:46:00
3168,I don't really like this.,low,2023-01-03 04:47:00
3169,This isn't working properly.,low,2023-01-03 04:48:00
3170,This is not great.,low,2023-01-03 04:49:00
3171,I don't really like this.,low,2023-01-03 04:50:00
3172,That was kind of annoying.,low,2023-01-03 04:51:00
3173,This is not great.,low,2023-01-03 04:52:00
3174,This isn't working properly.,low,2023-01-03 04:53:00
3175,This isn't working properly.,low,2023-01-03 04:54:00
3176,You could have done better.,low,2023-01-03 04:55:00
3177,This isn't working properly.,low,2023-01-03 04:56:00
3178,This is not great.,low,2023-01-03 04:57:00
3179,I don't really like this.,low,2023-01-03 04:58:00
3180,This isn't working properly.,low,2023-01-03 04:59:00
3181,You could have done better.,low,2023-01-03 05:00:00
3182,I don't really like this.,low,2023-01-03 05:01:00
3183,I don't really like this.,low,2023-01-03 05:02:00
3184,This isn't working properly.,low,2023-01-03 05:03:00
3185,You could have done better.,low,2023-01-03 05:04:00
3186,This is not great.,low,2023-01-03 05:05:00
3187,That was kind of annoying.,low,2023-01-03 05:06:00
3188,I don't really like this.,low,2023-01-03 05:07:00
3189,This isn't working properly.,low,2023-01-03 05:08:00
3190,This is not great.,low,2023-01-03 05:09:00
3191,You could have done better.,low,2023-01-03 05:10:00
3192,This isn't working properly.,low,2023-01-03 05:11:00
3193,That was kind of annoying.,low,2023-01-03 05:12:00
3194,That was kind of annoying.,low,2023-01-03 05:13:00
3195,This isn't working properly.,low,2023-01-03 05:14:00
3196,This isn't working properly.,low,2023-01-03 05:15:00
3197,I don't really like this.,low,2023-01-03 05:16:00
3198,This is not great.,low,2023-01-03 05:17:00
3199,This is not great.,low,2023-01-03 05:18:00
3200,That was kind of annoying.,low,2023-01-03 05:19:00
3201,I don't really like this.,low,2023-01-03 05:20:00
3202,This is not great.,low,2023-01-03 05:21:00
3203,This is not great.,low,2023-01-03 05:22:00
3204,You could have done better.,low,2023-01-03 05:23:00
3205,This isn't working properly.,low,2023-01-03 05:24:00
3206,You could have done better.,low,2023-01-03 05:25:00
3207,This is not great.,low,2023-01-03 05:26:00
3208,You could have done better.,low,2023-01-03 05:27:00
3209,I don't really like this.,low,2023-01-03 05:28:00
3210,That was kind of annoying.,low,2023-01-03 05:29:00
3211,This is not great.,low,2023-01-03 05:30:00
3212,This isn't working properly.,low,2023-01-03 05:31:00
3213,This is not great.,low,2023-01-03 05:32:00
3214,You could have done better.,low,2023-01-03 05:33:00
3215,This isn't working properly.,low,2023-01-03 05:34:00
3216,That was kind of annoying.,low,2023-01-03 05:35:00
3217,This is not great.,low,2023-01-03 05:36:00
3218,You could have done better.,low,2023-01-03 05:37:00
3219,This is not great.,low,2023-01-03 05:38:00
3220,I don't really like this.,low,2023-01-03 05:39:00
3221,That was kind of annoying.,low,2023-01-03 05:40:00
3222,This isn't working properly.,low,2023-01-03 05:41:00
3223,That was kind of annoying.,low,2023-01-03 05:42:00
3224,You could have done better.,low,2023-01-03 05:43:00
3225,This is not great.,low,2023-01-03 05:44:00
3226,This is not great.,low,2023-01-03 05:45:00
3227,This isn't working properly.,low,2023-01-03 05:46:00
3228,I don't really like this.,low,2023-01-03 05:47:00
3229,I don't really like this.,low,2023-01-03 05:48:00
3230,You could have done better.,low,2023-01-03 05:49:00
3231,This is not great.,low,2023-01-03 05:50:00
3232,That was kind of annoying.,low,2023-01-03 05:51:00
3233,That was kind of annoying.,low,2023-01-03 05:52:00
3234,I don't really like this.,low,2023-01-03 05:53:00
3235,This isn't working properly.,low,2023-01-03 05:54:00
3236,I don't really like this.,low,2023-01-03 05:55:00
3237,This is not great.,low,2023-01-03 05:56:00
3238,You could have done better.,low,2023-01-03 05:57:00
3239,You could have done better.,low,2023-01-03 05:58:00
3240,This isn't working properly.,low,2023-01-03 05:59:00
3241,You could have done better.,low,2023-01-03 06:00:00
3242,I don't really like this.,low,2023-01-03 06:01:00
3243,This isn't working properly.,low,2023-01-03 06:02:00
3244,This isn't working properly.,low,2023-01-03 06:03:00
3245,That was kind of annoying.,low,2023-01-03 06:04:00
3246,You could have done better.,low,2023-01-03 06:05:00
3247,This isn't working properly.,low,2023-01-03 06:06:00
3248,You could have done better.,low,2023-01-03 06:07:00
3249,That was kind of annoying.,low,2023-01-03 06:08:00
3250,This isn't working properly.,low,2023-01-03 06:09:00
3251,This is not great.,low,2023-01-03 06:10:00
3252,That was kind of annoying.,low,2023-01-03 06:11:00
3253,You could have done better.,low,2023-01-03 06:12:00
3254,That was kind of annoying.,low,2023-01-03 06:13:00
3255,You could have done better.,low,2023-01-03 06:14:00
3256,That was kind of annoying.,low,2023-01-03 06:15:00
3257,You could have done better.,low,2023-01-03 06:16:00
3258,This is not great.,low,2023-01-03 06:17:00
3259,This isn't working properly.,low,2023-01-03 06:18:00
3260,This isn't working properly.,low,2023-01-03 06:19:00
3261,You could have done better.,low,2023-01-03 06:20:00
3262,This is not great.,low,2023-01-03 06:21:00
3263,I don't really like this.,low,2023-01-03 06:22:00
3264,I don't really like this.,low,2023-01-03 06:23:00
3265,I don't really like this.,low,2023-01-03 06:24:00
3266,I don't really like this.,low,2023-01-03 06:25:00
3267,You could have done better.,low,2023-01-03 06:26:00
3268,I don't really like this.,low,2023-01-03 06:27:00
3269,This isn't working properly.,low,2023-01-03 06:28:00
3270,You could have done better.,low,2023-01-03 06:29:00
3271,This is not great.,low,2023-01-03 06:30:00
3272,That was kind of annoying.,low,2023-01-03 06:31:00
3273,You could have done better.,low,2023-01-03 06:32:00
3274,I don't really like this.,low,2023-01-03 06:33:00
3275,This isn't working properly.,low,2023-01-03 06:34:00
3276,I don't really like this.,low,2023-01-03 06:35:00
3277,I don't really like this.,low,2023-01-03 06:36:00
3278,You could have done better.,low,2023-01-03 06:37:00
3279,That was kind of annoying.,low,2023-01-03 06:38:00
3280,That was kind of annoying.,low,2023-01-03 06:39:00
3281,This isn't working properly.,low,2023-01-03 06:40:00
3282,That was kind of annoying.,low,2023-01-03 06:41:00
3283,This is not great.,low,2023-01-03 06:42:00
3284,That was kind of annoying.,low,2023-01-03 06:43:00
3285,I don't really like this.,low,2023-01-03 06:44:00
3286,That was kind of annoying.,low,2023-01-03 06:45:00
3287,This isn't working properly.,low,2023-01-03 06:46:00
3288,You could have done better.,low,2023-01-03 06:47:00
3289,This is not great.,low,2023-01-03 06:48:00
3290,This isn't working properly.,low,2023-01-03 06:49:00
3291,That was kind of annoying.,low,2023-01-03 06:50:00
3292,That was kind of annoying.,low,2023-01-03 06:51:00
3293,That was kind of annoying.,low,2023-01-03 06:52:00
3294,You could have done better.,low,2023-01-03 06:53:00
3295,You could have done better.,low,2023-01-03 06:54:00
3296,That was kind of annoying.,low,2023-01-03 06:55:00
3297,This is not great.,low,2023-01-03 06:56:00
3298,That was kind of annoying.,low,2023-01-03 06:57:00
3299,That was kind of annoying.,low,2023-01-03 06:58:00
3300,This is not great.,low,2023-01-03 06:59:00
3301,This isn't working properly.,low,2023-01-03 07:00:00
3302,I don't really like this.,low,2023-01-03 07:01:00
3303,This is not great.,low,2023-01-03 07:02:00
3304,You could have done better.,low,2023-01-03 07:03:00
3305,This isn't working properly.,low,2023-01-03 07:04:00
3306,This is not great.,low,2023-01-03 07:05:00
3307,That was kind of annoying.,low,2023-01-03 07:06:00
3308,You could have done better.,low,2023-01-03 07:07:00
3309,This is not great.,low,2023-01-03 07:08:00
3310,That was kind of annoying.,low,2023-01-03 07:09:00
3311,This isn't working properly.,low,2023-01-03 07:10:00
3312,That was kind of annoying.,low,2023-01-03 07:11:00
3313,That was kind of annoying.,low,2023-01-03 07:12:00
3314,That was kind of annoying.,low,2023-01-03 07:13:00
3315,You could have done better.,low,2023-01-03 07:14:00
3316,You could have done better.,low,2023-01-03 07:15:00
3317,This isn't working properly.,low,2023-01-03 07:16:00
3318,I don't really like this.,low,2023-01-03 07:17:00
3319,You could have done better.,low,2023-01-03 07:18:00
3320,This isn't working properly.,low,2023-01-03 07:19:00
3321,I don't really like this.,low,2023-01-03 07:20:00
3322,You could have done better.,low,2023-01-03 07:21:00
3323,This isn't working properly.,low,2023-01-03 07:22:00
3324,You could have done better.,low,2023-01-03 07:23:00
3325,This is not great.,low,2023-01-03 07:24:00
3326,That was kind of annoying.,low,2023-01-03 07:25:00
3327,I don't really like this.,low,2023-01-03 07:26:00
3328,This isn't working properly.,low,2023-01-03 07:27:00
3329,This is not great.,low,2023-01-03 07:28:00
3330,You could have done better.,low,2023-01-03 07:29:00
3331,That was kind of annoying.,low,2023-01-03 07:30:00
3332,You could have done better.,low,2023-01-03 07:31:00
3333,You could have done better.,low,2023-01-03 07:32:00
3334,I don't really like this.,low,2023-01-03 07:33:00
3335,You could have done better.,low,2023-01-03 07:34:00
3336,That was kind of annoying.,low,2023-01-03 07:35:00
3337,I don't really like this.,low,2023-01-03 07:36:00
3338,I don't really like this.,low,2023-01-03 07:37:00
3339,I don't really like this.,low,2023-01-03 07:38:00
3340,This isn't working properly.,low,2023-01-03 07:39:00
3341,I don't really like this.,low,2023-01-03 07:40:00
3342,That was kind of annoying.,low,2023-01-03 07:41:00
3343,I don't really like this.,low,2023-01-03 07:42:00
3344,You could have done better.,low,2023-01-03 07:43:00
3345,You could have done better.,low,2023-01-03 07:44:00
3346,That was kind of annoying.,low,2023-01-03 07:45:00
3347,This isn't working properly.,low,2023-01-03 07:46:00
3348,This isn't working properly.,low,2023-01-03 07:47:00
3349,This isn't working properly.,low,2023-01-03 07:48:00
3350,That was kind of annoying.,low,2023-01-03 07:49:00
3351,This isn't working properly.,low,2023-01-03 07:50:00
3352,This is not great.,low,2023-01-03 07:51:00
3353,That was kind of annoying.,low,2023-01-03 07:52:00
3354,You could have done better.,low,2023-01-03 07:53:00
3355,I don't really like this.,low,2023-01-03 07:54:00
3356,You could have done better.,low,2023-01-03 07:55:00
3357,That was kind of annoying.,low,2023-01-03 07:56:00
3358,I don't really like this.,low,2023-01-03 07:57:00
3359,That was kind of annoying.,low,2023-01-03 07:58:00
3360,That was kind of annoying.,low,2023-01-03 07:59:00
3361,I don't really like this.,low,2023-01-03 08:00:00
3362,This isn't working properly.,low,2023-01-03 08:01:00
3363,This is not great.,low,2023-01-03 08:02:00
3364,That was kind of annoying.,low,2023-01-03 08:03:00
3365,That was kind of annoying.,low,2023-01-03 08:04:00
3366,This isn't working properly.,low,2023-01-03 08:05:00
3367,This isn't working properly.,low,2023-01-03 08:06:00
3368,This isn't working properly.,low,2023-01-03 08:07:00
3369,I don't really like this.,low,2023-01-03 08:08:00
3370,This is not great.,low,2023-01-03 08:09:00
3371,I don't really like this.,low,2023-01-03 08:10:00
3372,That was kind of annoying.,low,2023-01-03 08:11:00
3373,This isn't working properly.,low,2023-01-03 08:12:00
3374,This isn't working properly.,low,2023-01-03 08:13:00
3375,This isn't working properly.,low,2023-01-03 08:14:00
3376,That was kind of annoying.,low,2023-01-03 08:15:00
3377,This isn't working properly.,low,2023-01-03 08:16:00
3378,This isn't working properly.,low,2023-01-03 08:17:00
3379,That was kind of annoying.,low,2023-01-03 08:18:00
3380,This isn't working properly.,low,2023-01-03 08:19:00
3381,You could have done better.,low,2023-01-03 08:20:00
3382,This is not great.,low,2023-01-03 08:21:00
3383,This isn't working properly.,low,2023-01-03 08:22:00
3384,This isn't working properly.,low,2023-01-03 08:23:00
3385,This is not great.,low,2023-01-03 08:24:00
3386,This is not great.,low,2023-01-03 08:25:00
3387,This is not great.,low,2023-01-03 08:26:00
3388,This isn't working properly.,low,2023-01-03 08:27:00
3389,I don't really like this.,low,2023-01-03 08:28:00
3390,That was kind of annoying.,low,2023-01-03 08:29:00
3391,This is not great.,low,2023-01-03 08:30:00
3392,This isn't working properly.,low,2023-01-03 08:31:00
3393,That was kind of annoying.,low,2023-01-03 08:32:00
3394,You could have done better.,low,2023-01-03 08:33:00
3395,This isn't working properly.,low,2023-01-03 08:34:00
3396,This isn't working properly.,low,2023-01-03 08:35:00
